"year2016","year2018","year2019","ss.500","sharp_hm.500","sharp_tb.500","ldev.100","imp.500"
0,0,0,0.0125427590683103,0.384039372205734,0.0388457961380482,0,0
0,0,0,0.00570125412195921,0.247937753796577,0.0760509818792343,0,0
1,0,0,0.00570125412195921,0.36914250254631,0.0369441546499729,0,0
1,0,0,0.0364880263805389,0.518490672111511,0.0188117604702711,0.16326530277729,0
1,0,0,0.0558722913265228,0.458428800106049,0.0167798176407814,0.0816326513886452,0
1,0,0,0.0684150531888008,0.379923075437546,0.0276254788041115,0.102040819823742,0
1,0,0,0.0535917915403843,0.448976069688797,0.03038514778018,0.122448980808258,0
0,0,0,0.0171037632972002,0.318552851676941,0.0116791985929012,0,0
1,0,0,0.0171037632972002,0.318552851676941,0.0116791985929012,0,0
0,0,0,0.0273660197854042,0.453431338071823,0.0159463472664356,0.306122452020645,0
1,0,0,0.0273660197854042,0.453431338071823,0.0159463472664356,0.306122452020645,0
0,0,0,0.0125427590683103,0.556099772453308,0.0213660653680563,0.28571429848671,0
1,0,0,0.0125427590683103,0.556099772453308,0.0213660653680563,0.28571429848671,0
0,0,0,0,0.417309463024139,0.0199411679059267,0.326530605554581,0
1,0,0,0,0.417309463024139,0.0199411679059267,0.326530605554581,0
0,0,0,0.00342075247317553,0.347926199436188,0.0128620490431786,0.38775509595871,0
1,0,0,0.00342075247317553,0.347926199436188,0.0128620490431786,0.38775509595871,0
0,0,0,0.00342075247317553,0.33232045173645,0.0103370044380426,0.244897961616516,0
1,0,0,0.00342075247317553,0.33232045173645,0.0103370044380426,0.244897961616516,0
0,0,0,0.00228050164878368,0.429774045944214,0.00122613052371889,0.265306115150452,0
1,0,0,0.00228050164878368,0.429774045944214,0.00122613052371889,0.265306115150452,0
0,0,0,0.00684150494635105,0.353376239538193,0.0120409298688173,0.0408163256943226,0
1,0,0,0.00684150494635105,0.353376239538193,0.0120409298688173,0.0408163256943226,0
0,0,0,0.00114025082439184,0.104494988918304,0.00922750122845173,0.122448980808258,0
1,0,0,0.00114025082439184,0.104494988918304,0.00922750122845173,0.122448980808258,0
0,0,0,0.0364880263805389,0.254200786352158,0.00742706935852766,0.244897961616516,0
1,0,0,0.0364880263805389,0.254200786352158,0.00742706935852766,0.244897961616516,0
0,0,0,0.0387685298919678,0.390934973955154,0.00317130703479052,0.0204081628471613,0
1,0,0,0.0387685298919678,0.390934973955154,0.00317130703479052,0.0204081628471613,0
1,0,0,0.00912200659513474,0.301304250955582,0.00598200084641576,0.102040819823742,0
1,0,0,0,0.31788957118988,0.0101510249078274,0.102040819823742,0
1,0,0,0.00798175577074289,0.155486524105072,0.00695798872038722,0,0
1,0,0,0,0.059688039124012,0.00830707140266895,0.183673471212387,0
1,0,0,0,0.248680606484413,0.0221882481127977,0.183673471212387,0
1,0,0,0.00570125412195921,0.219549030065536,0.00945118721574545,0,0
0,0,0,0.0205245148390532,0.280562222003937,0.016321798786521,0.16326530277729,0
0,0,0,0.118586085736752,0.353091448545456,0.00208242703229189,0,0
0,0,0,0.00570125412195921,0.498486459255219,0.00398065662011504,0,0
0,0,0,0,0.594168603420258,0.00441602012142539,0.0204081628471613,0
0,0,0,0,0.606472969055176,0.00866118166595697,0,0
0,0,0,0,0.0851807147264481,0.00126575480680913,0.0408163256943226,0
0,0,0,0.0159635115414858,0.16186635196209,0.00325926253572106,0,0.00798175577074289
0,0,0,0.0239452682435513,0.046271875500679,0.000845227332320064,0.142857149243355,0
0,0,0,0.0695553049445152,0.094566211104393,0.00219739763997495,0.306122452020645,0
0,0,0,0.00456100329756737,0.0515818297863007,0.0876088812947273,0.122448980808258,0
0,0,0,0.00228050164878368,0.0619265995919704,0.071640744805336,0.102040819823742,0
0,0,0,0.0216647665947676,0.0948256850242615,0.00135907367803156,0.224489793181419,0
0,0,0,0.0262257698923349,0.265718042850494,0.00656481646001339,0.122448980808258,0
0,0,0,0.00684150494635105,0.230130702257156,0.0221839472651482,0.38775509595871,0
0,0,0,0,0.144167184829712,0.0202409606426954,0.38775509595871,0
0,0,0,0.0148232607170939,0.270148366689682,0.0176918338984251,0,0
1,0,0,0.279361456632614,0.167656153440475,0.00406670663505793,0,0
1,0,0,0.0182440131902695,0.125358015298843,0.00355062680318952,0.265306115150452,0
1,0,0,0.0114025082439184,0.067403644323349,0.000717935094144195,0,0
1,0,0,0,0.0757390037178993,0.0199824087321758,0.142857149243355,0.00456100329756737
1,0,0,0,0.0582999438047409,0.000469716411316767,0.183673471212387,0
1,0,0,0.0820980593562126,0.156798496842384,0.00538909807801247,0.0204081628471613,0
1,0,0,0.0102622574195266,0.256919980049133,0.00492706196382642,0.142857149243355,0
0,0,0,0.0900798141956329,0.182480871677399,0.00649848347529769,0,0
1,0,0,0.0900798141956329,0.182480871677399,0.00649848347529769,0,0
0,0,0,0.0558722913265228,0.103580787777901,0.00321001536212862,0,0
1,0,0,0.0558722913265228,0.103580787777901,0.00321001536212862,0,0
0,0,0,0.106043331325054,0.133144453167915,0.00148552958853543,0.142857149243355,0
1,0,0,0.106043331325054,0.133144453167915,0.00148552958853543,0.142857149243355,0
1,0,0,0.163055866956711,0.0989820957183838,0.00753849186003208,0.0408163256943226,0
0,0,0,0.0535917915403843,0.132965490221977,0.0109020937234163,0.0816326513886452,0
1,0,0,0.0535917915403843,0.132965490221977,0.0109020937234163,0.0816326513886452,0
0,0,0,0,0.0939048752188683,0.0103864930570126,0.183673471212387,0
1,0,0,0,0.0939048752188683,0.0103864930570126,0.183673471212387,0
0,0,0,0,0.0880049392580986,0.0109734134748578,0.0816326513886452,0
1,0,0,0,0.205159440636635,0.0155546171590686,0.16326530277729,0
1,0,0,0,0.300940454006195,0.0256526581943035,0.224489793181419,0
0,0,1,0,0.279331564903259,0.012563125230372,0,0
0,0,1,0,0.398818790912628,0.0329321064054966,0,0
0,0,1,0,0.250588059425354,0.0729268044233322,0,0
0,0,1,0.00114025082439184,0.200653076171875,0.0198114980012178,0,0
0,0,1,0,0.13358336687088,0.039728082716465,0,0
0,0,1,0.0159635115414858,0.173262432217598,0.00568738579750061,0.183673471212387,0
0,0,1,0,0.0846380367875099,0.0260809510946274,0.061224490404129,0.00456100329756737
0,0,1,0.0102622574195266,0.16544882953167,0.0231795869767666,0,0
0,0,1,0.00456100329756737,0.256080001592636,0.00483573321253061,0.142857149243355,0
0,0,1,0,0.206469550728798,0.0141492579132318,0.142857149243355,0
0,0,1,0,0.141723990440369,0.0367590449750423,0.142857149243355,0
0,0,1,0,0.251573652029037,0.00499612465500832,0.142857149243355,0
0,0,1,0,0.333233803510666,0.0300274454057217,0.122448980808258,0
0,0,1,0,0.446283102035522,0.0278013795614243,0.142857149243355,0
0,0,1,0.0171037632972002,0.206414505839348,0.00798431690782309,0,0
0,0,1,0.0889395698904991,0.211875781416893,0.00792104378342628,0,0
0,0,1,0.00798175577074289,0.138543009757996,0.0307480506598949,0,0
0,0,1,0.0798175632953644,0.115663595497608,0.0121529549360275,0.142857149243355,0
0,0,1,0.0171037632972002,0.261011749505997,0.0143017079681158,0,0
0,0,1,0.0125427590683103,0.0789787471294403,0.00536731304600835,0.0204081628471613,0
0,0,1,0,0.0734448209404945,0.00958331488072872,0.142857149243355,0
0,0,1,0.197263404726982,0.374543488025665,0.00800617877393961,0.16326530277729,0
0,0,1,0.135689854621887,0.528210639953613,0.0102854100987315,0.142857149243355,0
0,0,1,0.0216647665947676,0.636094927787781,0.0155643066391349,0.061224490404129,0
0,0,0,0.0102622574195266,0.297619342803955,0.00805731769651175,0.28571429848671,0
0,0,0,0,0.365909457206726,0.00361281610094011,0.16326530277729,0
0,0,0,0,0.277371019124985,0.00460154702886939,0.122448980808258,0
0,0,0,0.00570125412195921,0.269581347703934,0.000713628833182156,0.224489793181419,0
0,0,0,0.00342075247317553,0.507722735404968,0.00343621894717216,0.183673471212387,0
0,0,0,0.0387685298919678,0.0733260437846184,2.89312424683885e-06,0,0
1,0,0,0.0387685298919678,0.0733260437846184,2.89312424683885e-06,0,0
0,0,0,0.0239452682435513,0.168812319636345,0.000170007697306573,0,0
1,0,0,0.0239452682435513,0.168812319636345,0.000170007697306573,0,0
0,0,0,0.0136830098927021,0.332744866609573,0.00171295634936541,0.0408163256943226,0
1,0,0,0.0136830098927021,0.332744866609573,0.00171295634936541,0.0408163256943226,0
0,0,0,0.00342075247317553,0.309102773666382,0.00233911373652518,0.183673471212387,0
1,0,0,0.00342075247317553,0.309102773666382,0.00233911373652518,0.183673471212387,0
0,0,0,0.00342075247317553,0.509461939334869,0.00329222274012864,0,0
1,0,0,0.00342075247317553,0.509461939334869,0.00329222274012864,0,0
0,0,0,0,0.632594347000122,0.0036900423001498,0,0
1,0,0,0,0.632594347000122,0.0036900423001498,0,0
0,0,0,0,0.433331370353699,0.00356559851206839,0.244897961616516,0
1,0,0,0,0.433331370353699,0.00356559851206839,0.244897961616516,0
0,0,0,0.0228050164878368,0.338509649038315,0.00406928500160575,0.224489793181419,0
1,0,0,0.0228050164878368,0.338509649038315,0.00406928500160575,0.224489793181419,0
0,0,0,0,0.49782606959343,0.00174461049027741,0.28571429848671,0
1,0,0,0,0.49782606959343,0.00174461049027741,0.28571429848671,0
0,0,0,0,0.551364958286285,0.00133329897653311,0.244897961616516,0
1,0,0,0,0.551364958286285,0.00133329897653311,0.244897961616516,0
0,0,0,0.0307867731899023,0.309655785560608,0.000634826079476625,0.102040819823742,0.253135681152344
1,0,0,0.0307867731899023,0.309655785560608,0.000634826079476625,0.102040819823742,0.253135681152344
0,0,0,0.00798175577074289,0.360212236642838,0.00304212258197367,0.0816326513886452,0.489167630672455
1,0,0,0.00798175577074289,0.360212236642838,0.00304212258197367,0.0816326513886452,0.489167630672455
0,0,0,0,0.342580080032349,0.000878302205819637,0.122448980808258,0.418472051620483
1,0,0,0,0.342580080032349,0.000878302205819637,0.122448980808258,0.418472051620483
0,0,0,0.00228050164878368,0.324626475572586,0.000327773799654096,0.122448980808258,0.462941855192184
1,0,0,0.00228050164878368,0.324626475572586,0.000327773799654096,0.122448980808258,0.462941855192184
0,0,0,0.00114025082439184,0.349555909633636,0.00020922051044181,0.122448980808258,0.375142514705658
1,0,0,0.00114025082439184,0.349555909633636,0.00020922051044181,0.122448980808258,0.375142514705658
0,0,0,0.0125427590683103,0.330570250749588,0.000704325444530696,0,0.432155072689056
1,0,0,0.0125427590683103,0.330570250749588,0.000704325444530696,0,0.432155072689056
0,0,0,0,0.426732867956161,0.00168961810413748,0.122448980808258,0.400228053331375
1,0,0,0,0.426732867956161,0.00168961810413748,0.122448980808258,0.400228053331375
0,0,0,0.083238311111927,0.424139499664307,0.000706511840689927,0,0.438996583223343
1,0,0,0.083238311111927,0.424139499664307,0.000706511840689927,0,0.438996583223343
0,0,0,0.0900798141956329,0.57691478729248,0.000860227621160448,0,0.530216634273529
1,0,0,0.0900798141956329,0.57691478729248,0.000860227621160448,0,0.530216634273529
0,0,0,0.0182440131902695,0.662620842456818,0.00105771515518427,0,0.359178990125656
1,0,0,0.0182440131902695,0.662620842456818,0.00105771515518427,0,0.359178990125656
0,0,0,0.0159635115414858,0.310285687446594,0.000410103501053527,0.183673471212387,0
0,0,0,0.00570125412195921,0.490589916706085,0.00201703910715878,0.265306115150452,0
0,0,0,0.0148232607170939,0.389177352190018,0.00276289670728147,0.28571429848671,0
0,0,0,0.00228050164878368,0.331240832805634,0.00207139202393591,0.16326530277729,0
0,0,0,0.0102622574195266,0.297921299934387,0.000984415062703192,0.0408163256943226,0
0,0,0,0.0102622574195266,0.198499962687492,0.000422483804868534,0.0408163256943226,0
0,0,0,0.0262257698923349,0.259050130844116,0.00147757166996598,0,0
0,0,0,0.106043331325054,0.126735284924507,0.000479355396237224,0,0.0102622583508492
0,1,0,0.00342075247317553,0.309102773666382,0.00233911373652518,0.183673471212387,0
0,1,0,0,0.384995013475418,0.00351142301224172,0,0
0,0,1,0,0.384995013475418,0.00351142301224172,0,0
0,1,0,0.0524515397846699,0.541087031364441,0.00286982744000852,0,0
0,0,1,0.0444697849452496,0.43652281165123,0.00156605627853423,0,0
0,0,0,0,0.225368946790695,7.35123612685129e-05,0,0
1,0,0,0,0.225368946790695,7.35123612685129e-05,0,0
0,0,1,0,0.225368946790695,7.35123612685129e-05,0,0
0,0,0,0.00684150494635105,0.475650608539581,3.58783545379993e-05,0,0
1,0,0,0.00684150494635105,0.475650608539581,3.58783545379993e-05,0,0
0,0,0,0,0.597655355930328,0.00104031164664775,0,0
1,0,0,0,0.597655355930328,0.00104031164664775,0,0
0,1,0,0,0.597655355930328,0.00104031164664775,0,0
0,0,1,0,0.597655355930328,0.00104031164664775,0,0
0,0,0,0.00570125412195921,0.341242462396622,0.00130809808615595,0,0
0,0,0,0.00228050164878368,0.498854219913483,0.003056516405195,0,0
0,0,0,0,0.598905801773071,0.00656133983284235,0,0
1,0,0,0,0.598905801773071,0.00656133983284235,0,0
0,0,0,0,0.612039864063263,0.00537198223173618,0,0
1,0,0,0,0.612039864063263,0.00537198223173618,0,0
0,0,0,0,0.445246756076813,0.00216428097337484,0,0
1,0,0,0,0.445246756076813,0.00216428097337484,0,0
0,1,0,0,0.445246756076813,0.00216428097337484,0,0
0,0,1,0,0.445246756076813,0.00216428097337484,0,0
0,1,0,0,0.445246756076813,0.00216428097337484,0,0
0,0,0,0,0.63842636346817,0.00422093132510781,0,0
0,0,0,0,0.652470946311951,0.00519059272482991,0,0
0,0,0,0,0.604241490364075,0.00364657351747155,0,0
0,0,0,0,0.641168475151062,0.00346311810426414,0,0
0,0,0,0,0.601014316082001,0.00377834215760231,0,0
0,0,0,0,0.596279680728912,0.00390371680259705,0,0
0,0,0,0,0.581238508224487,0.00185788993258029,0,0
0,0,0,0,0.538726270198822,0.00238252175040543,0,0
0,0,0,0.0478905364871025,0.524855375289917,0.00180073850788176,0,0.00798175577074289
0,0,0,0.0148232607170939,0.513487637042999,0.00273765181191266,0,0
0,0,0,0,0.435976982116699,0.00111650140024722,0,0
0,0,0,0.00114025082439184,0.40261971950531,0.00171430152840912,0,0
0,0,0,0.0159635115414858,0.338632762432098,0.00178720592521131,0,0
0,0,0,0.0433295331895351,0.332805395126343,0.000750539707951248,0,0
0,0,0,0.0399087816476822,0.31711483001709,0.0001877778704511,0,0
0,0,0,0.0159635115414858,0.194299921393394,9.18290679692291e-05,0,0
0,0,0,0.0364880263805389,0.267588198184967,4.45093610323966e-05,0,0
0,0,0,0.148232609033585,0.308275699615479,1.82615731318947e-05,0,0
0,0,0,0.16533637046814,0.355232268571854,1.82002841029316e-05,0,0
0,0,0,0.166476622223854,0.266158372163773,2.72623219643719e-05,0,0
0,0,0,0.00684150494635105,0.472139149904251,0.000557906925678253,0,0
0,1,0,0,0.718307435512543,0.00336450058966875,0,0
0,1,0,0,0.637789487838745,0.00556424399837852,0,0
0,0,0,0.00228050164878368,0.641756355762482,0.00565849151462317,0,0
0,0,0,0.0228050164878368,0.518528938293457,0.00253772991709411,0,0
0,0,0,0.0342075265944004,0.388799130916595,0.000390367145882919,0,0.0992018207907677
0,0,0,0.0159635115414858,0.676572322845459,0.00565457670018077,0,0
1,0,0,0.0159635115414858,0.676572322845459,0.00565457670018077,0,0
0,1,0,0.0159635115414858,0.676572322845459,0.00565457670018077,0,0
0,0,0,0,0.684891045093536,0.00391683029010892,0,0
1,0,0,0,0.684891045093536,0.00391683029010892,0,0
0,0,0,0.0364880263805389,0.505062282085419,0.00198959442786872,0,0.0820980668067932
1,0,0,0.0364880263805389,0.505062282085419,0.00198959442786872,0,0.0820980668067932
0,1,0,0.0364880263805389,0.505062282085419,0.00198959442786872,0,0.0820980668067932
0,0,0,0.0136830098927021,0.637749373912811,0.00204170262441039,0,0
0,0,0,0.0136830098927021,0.607066631317139,0.000367155211279169,0,0
0,0,0,0,0.674817442893982,0.000357208075001836,0,0
0,0,0,0,0.701410233974457,0.000201999137061648,0,0
0,0,0,0,0.566466867923737,0.00318523589521646,0,0
0,0,0,0,0.175641000270844,0.00242648110724986,0,0
0,0,0,0,0.245007619261742,0.000810038298368454,0.0408163256943226,0
0,0,0,0,0.231566101312637,0.00101363065186888,0,0
1,0,0,0,0.0880300477147102,6.14351010881364e-05,0.122448980808258,0
1,0,0,0,0.0807492285966873,0.00182112026959658,0.28571429848671,0
1,0,0,0,0.108892761170864,0.00235675228759646,0,0
1,0,0,0,0.220074474811554,0.001520472811535,0.142857149243355,0
0,0,0,0,0.112068705260754,0.000114118927740492,0.102040819823742,0
1,0,0,0,0.112068705260754,0.000114118927740492,0.102040819823742,0
0,0,0,0,0.17771515250206,0.000432018423452973,0.0816326513886452,0
1,0,0,0,0.17771515250206,0.000432018423452973,0.0816326513886452,0
0,0,0,0,0.0388769321143627,0.0185024961829185,0.204081639647484,0
1,0,0,0,0.0388769321143627,0.0185024961829185,0.204081639647484,0
0,0,0,0,0.0157184526324272,0,0.0816326513886452,0.101482324302197
1,0,0,0,0.0157184526324272,0,0.0816326513886452,0.101482324302197
0,0,0,0.0102622574195266,0.151082068681717,0.00706292409449816,0,0
1,0,0,0.0148232607170939,0.172441452741623,0.00622949935495853,0,0
0,0,0,0,0.314475536346436,0.0261631924659014,0.142857149243355,0
1,0,0,0,0.314475536346436,0.0261631924659014,0.142857149243355,0
0,0,0,0.0148232607170939,0.43139374256134,0.0078706918284297,0,0
1,0,0,0.0148232607170939,0.43139374256134,0.0078706918284297,0,0
0,0,0,0.0193842649459839,0.595772206783295,0.0201548021286726,0,0
1,0,0,0.0193842649459839,0.595772206783295,0.0201548021286726,0,0
0,0,0,0,0.364653348922729,0.0161698497831821,0,0.00342075247317553
1,0,0,0,0.364653348922729,0.0161698497831821,0,0.00342075247317553
0,0,0,0,0.352127224206924,0.0172725766897202,0,0.0364880263805389
1,0,0,0,0.352127224206924,0.0172725766897202,0,0.0364880263805389
0,0,0,0.00912200659513474,0.398996412754059,0.0293681267648935,0,0
1,0,0,0.00912200659513474,0.398996412754059,0.0293681267648935,0,0
0,0,0,0,0.316809117794037,0.0188496392220259,0,0
1,0,0,0,0.316809117794037,0.0188496392220259,0,0
0,0,0,0,0.0388769321143627,0.0185024961829185,0.204081639647484,0
1,0,0,0,0.0388769321143627,0.0185024961829185,0.204081639647484,0
0,0,0,0,0.0157184526324272,0,0.0816326513886452,0.101482324302197
0,0,0,0,0.306141525506973,0.0153754390776157,0,0
1,0,0,0,0.306141525506973,0.0153754390776157,0,0
0,0,0,0.00456100329756737,0.326885491609573,0.0106954975053668,0,0
1,0,0,0.00456100329756737,0.326885491609573,0.0106954975053668,0,0
0,0,0,0.00456100329756737,0.271180510520935,0.00737124495208263,0.448979586362839,0
1,0,0,0.00456100329756737,0.271180510520935,0.00737124495208263,0.448979586362839,0
0,0,0,0.00228050164878368,0.112686343491077,0.0210575498640537,0.16326530277729,0
0,0,0,0.00228050164878368,0.0645472854375839,0.00319478521123528,0.224489793181419,0
1,0,0,0.00684150494635105,0.162363395094872,0.0372805893421173,0.265306115150452,0.00342075247317553
1,0,0,0,0.0873704850673676,0.0266302395612001,0,0.144811853766441
1,0,0,0.00228050164878368,0.116952747106552,0.00562420953065157,0.346938788890839,0
1,0,0,0.00114025082439184,0.0810253620147705,0.00228720181621611,0.428571432828903,0.0102622583508492
1,0,0,0,0.278497874736786,0.001386598800309,0.061224490404129,0
1,0,0,0,0.35706028342247,0.00375936273485422,0,0
0,0,0,0,0.245417281985283,0.00333093432709575,0.408163279294968,0
1,0,0,0,0.245417281985283,0.00333093432709575,0.408163279294968,0
0,0,0,0.00114025082439184,0.310348749160767,0.000299535080557689,0,0.0205245167016983
1,0,0,0.00228050164878368,0.38298973441124,0.000880960025824606,0,0
0,0,0,0,0.245267480611801,0.00042796551133506,0.469387769699097,0
1,0,0,0,0.245267480611801,0.00042796551133506,0.469387769699097,0
1,0,0,0.0136830098927021,0.0958756953477859,8.2810664025601e-05,0.142857149243355,0.0285062715411186
0,0,0,0,0.254747271537781,0.0401503704488277,0.183673471212387,0.0433295331895351
1,0,0,0,0.254747271537781,0.0401503704488277,0.183673471212387,0.0433295331895351
0,0,0,0,0.430051147937775,0.00330759608186781,0,0.0695553049445152
1,0,0,0,0.430051147937775,0.00330759608186781,0,0.0695553049445152
0,0,0,0.0193842649459839,0.213643431663513,0.00287975976243615,0.183673471212387,0.0638540461659431
1,0,0,0,0.107355691492558,7.46024452382699e-05,0.204081639647484,0.0148232616484165
1,0,0,0.0239452682435513,0.224403977394104,0.00197457429021597,0.122448980808258,0
0,0,0,0,0.197046592831612,2.61580607912038e-05,0.244897961616516,0
1,0,0,0,0.197046592831612,2.61580607912038e-05,0.244897961616516,0
0,0,0,0.00684150494635105,0.0678781941533089,0.00566517887637019,0,0.00798175577074289
1,0,0,0.00684150494635105,0.0678781941533089,0.00566517887637019,0,0.00798175577074289
0,0,0,0.0729760527610779,0.0865441709756851,0.00301212863996625,0.0816326513886452,0
1,0,0,0.0729760527610779,0.0865441709756851,0.00301212863996625,0.0816326513886452,0
0,0,0,0.00684150494635105,0.124166689813137,0.125138789415359,0,0
1,0,0,0.00684150494635105,0.124166689813137,0.125138789415359,0,0
1,0,0,0.0342075265944004,0.126523718237877,0.0291752647608519,0,0
0,0,0,0.155074119567871,0.0937230214476585,0.0101215662434697,0,0
1,0,0,0.155074119567871,0.0937230214476585,0.0101215662434697,0,0
0,0,0,0.0353477783501148,0,0,0.102040819823742,0
0,0,0,0.0205245148390532,0.0322381593286991,0.026454446837306,0.28571429848671,0
0,0,0,0.0296465214341879,0.035164400935173,0.0215683244168758,0.16326530277729,0
0,0,0,0.0205245148390532,0.0557688102126122,0.0304504428058863,0,0
0,0,0,0,0.0842320248484612,0.0397023484110832,0,0
1,0,0,0.00570125412195921,0.0577283017337322,0.0326910018920898,0.0408163256943226,0
0,0,0,0.033067274838686,0.118219681084156,0.0180473420768976,0.244897961616516,0
0,0,0,0.00912200659513474,0.0820321142673492,0.0323851257562637,0.28571429848671,0
0,0,0,0.0125427590683103,0.0796483308076859,0.00844530295580626,0.122448980808258,0
0,0,0,0,0.0749800503253937,0.0110221048817039,0.122448980808258,0
0,0,0,0.0114025082439184,0.128884702920914,0.00205581425689161,0.16326530277729,0.437856316566467
1,0,0,0.0114025082439184,0.128884702920914,0.00205581425689161,0.16326530277729,0.437856316566467
0,0,0,0.0672748014330864,0.0534149743616581,0.00827504321932793,0.102040819823742,0.396807283163071
1,0,0,0.0672748014330864,0.0534149743616581,0.00827504321932793,0.102040819823742,0.396807283163071
0,0,0,0.167616873979568,0.314717918634415,0.00901185907423496,0,0.0741163045167923
1,0,0,0.167616873979568,0.314717918634415,0.00901185907423496,0,0.0741163045167923
0,0,0,0.177879139780998,0.275599658489227,0.0065416251309216,0,0
1,0,0,0.177879139780998,0.275599658489227,0.0065416251309216,0,0
0,0,0,0.159635126590729,0.514712929725647,0.00941566098481417,0.142857149243355,0
1,0,0,0.159635126590729,0.514712929725647,0.00941566098481417,0.142857149243355,0
0,0,0,0.07867731153965,0.584962785243988,0.0105080520734191,0.0204081628471613,0
1,0,0,0.07867731153965,0.584962785243988,0.0105080520734191,0.0204081628471613,0
0,0,0,0.0467502847313881,0.628569185733795,0.0134603576734662,0.16326530277729,0
1,0,0,0.0467502847313881,0.628569185733795,0.0134603576734662,0.16326530277729,0
0,0,0,0.123147092759609,0.129370108246803,0.0132262231782079,0.061224490404129,0.310148239135742
1,0,0,0.123147092759609,0.129370108246803,0.0132262231782079,0.061224490404129,0.310148239135742
0,0,0,0.291904211044312,0.0658517703413963,0.00849506817758083,0.122448980808258,0
1,0,0,0.291904211044312,0.0658517703413963,0.00849506817758083,0.122448980808258,0
0,0,0,0.193842649459839,0.208315625786781,0.0263728480786085,0.142857149243355,0
1,0,0,0.193842649459839,0.208315625786781,0.0263728480786085,0.142857149243355,0
0,0,0,0.0570125430822372,0.361955374479294,0.0305388048291206,0.367346942424774,0
0,0,0,0,0.241970494389534,0.00820552371442318,0.448979586362839,0
1,0,0,0,0.241970494389534,0.00820552371442318,0.448979586362839,0
0,0,0,0,0.207731783390045,0.00333108357153833,0.244897961616516,0
0,0,0,0,0.189342111349106,0.00293394480831921,0.122448980808258,0
0,0,0,0,0.186807110905647,0.00451049860566854,0.0204081628471613,0
1,0,0,0,0.186807110905647,0.00451049860566854,0.0204081628471613,0
0,0,0,0,0.144067570567131,0.00783748365938663,0.122448980808258,0
1,0,0,0,0.144067570567131,0.00783748365938663,0.122448980808258,0
0,0,0,0,0.124577917158604,0.0101830326020718,0.16326530277729,0
1,0,0,0,0.124577917158604,0.0101830326020718,0.16326530277729,0
1,0,0,0.108323834836483,0.0264120995998383,0.00163290905766189,0,0.0889395698904991
0,0,0,0.0444697849452496,0.20041486620903,0.00762426247820258,0.244897961616516,0
0,0,0,0.0399087816476822,0.49399396777153,0.0123404255136847,0.102040819823742,0
0,0,0,0.083238311111927,0.244202643632889,0.0197129305452108,0,0
0,0,0,0.122006841003895,0.402233332395554,0.0148457353934646,0.16326530277729,0
0,0,0,0.00912200659513474,0.376754254102707,0.0202947929501534,0.224489793181419,0
0,0,0,0.00912200659513474,0.233704268932343,0.0253050662577152,0.204081639647484,0
0,0,0,0,0.295752257108688,0.0315557792782784,0.367346942424774,0
1,0,0,0.0342075265944004,0.12313623726368,0.0038375249132514,0,0
1,0,0,0.0102622574195266,0.290623694658279,0.0176819358021021,0.102040819823742,0
1,0,0,0.00342075247317553,0.32525897026062,0.0236854255199432,0.142857149243355,0
